TransactionID,CustomerSegment,TransactionDate,Items
716,Household,2025-05-19,"Chocolate,Detergent,Ice Cream,Soap"
717,Healthy,2025-05-03,"Apple,Banana,Chips,Soda,Yogurt"
718,Student,2025-10-20,"Bread,Butter,Chips,Milk,Water"
719,Household,2025-03-23,"Bread,Detergent,Sugar,Toothpaste"
720,Student,2025-04-28,"Biscuits,Chocolate,Olive Oil,Tomato Sauce"
721,Student,2025-03-19,"Chips,Soda,Water,Yogurt"
722,Family,2025-07-22,"Cereal,Chicken,Milk,Onion,Rice"
723,Family,2025-10-09,"Bread,Butter,Cereal,Chicken,Eggs,Jam,Onion,Rice,Water"
724,Family,2025-10-01,"Baby Wipes,Milk,Tissues,Tomato Sauce,Water"
725,Family,2025-02-04,"Apple,Biscuits,Cereal,Coffee,Eggs,Soda,Sugar,Tea"
726,Student,2025-11-10,"Banana,Biscuits,Cereal,Chips,Pasta,Tomato Sauce,Water"
727,Household,2025-09-29,"Cereal,Chicken,Milk,Shampoo"
728,Household,2025-09-24,"Coffee,Detergent,Pasta"
729,Student,2025-01-28,"Cereal,Chips,Soda"
730,Family,2025-10-20,"Baby Wipes,Cereal,Milk,Shampoo,Soap,Toothpaste"
731,Household,2025-09-15,"Bread,Chips,Tissues"
732,Student,2025-05-25,"Baby Wipes,Bread,Chicken,Eggs,Milk,Soda"
733,Student,2025-08-15,"Soda,Sugar,Water"
734,Family,2025-06-23,"Bread,Cereal,Cheese,Chocolate,Eggs,Jam,Juice,Milk"
735,Family,2025-01-28,"Cereal,Chocolate,Diapers,Juice,Milk,Rice"
736,Family,2025-08-27,"Biscuits,Cheese,Chocolate,Coffee,Eggs,Ice Cream"
737,Student,2025-06-06,"Soap,Toothpaste,Yogurt"
738,Family,2025-02-13,"Bread,Cereal,Chips,Eggs,Potato"
739,Family,2025-03-24,"Bread,Cheese,Chips,Diapers,Pasta,Soda,Tomato Sauce"
740,Household,2025-11-23,"Baby Wipes,Cheese,Pasta"
741,Student,2025-08-21,"Banana,Onion,Soda,Sugar"
742,Household,2025-04-25,"Apple,Cereal,Milk"
743,Healthy,2025-05-07,"Apple,Bread,Butter,Fish,Jam,Yogurt"
744,Household,2025-03-22,"Banana,Butter,Honey,Soap,Tissues"
745,Healthy,2025-06-25,"Chips,Detergent,Fish,Orange,Sugar"
746,Household,2025-05-22,"Detergent,Shampoo,Soap,Toothpaste,Yogurt"
747,Healthy,2025-12-02,"Apple,Fish,Honey,Jam,Tea"
748,Household,2025-08-23,"Cheese,Milk,Shampoo"
749,Household,2025-08-30,"Milk,Pasta,Tomato Sauce"
750,Household,2025-03-13,"Honey,Soap,Tea,Toothpaste"
751,Family,2025-05-03,"Baby Wipes,Bread,Butter,Diapers,Milk"
752,Healthy,2025-08-17,"Chips,Coffee,Fish,Soap"
753,Healthy,2025-07-28,"Eggs,Fish,Olive Oil,Water"
754,Family,2025-12-29,"Chips,Coffee,Eggs,Milk,Soda"
755,Student,2025-11-14,"Bread,Chocolate,Eggs,Milk"
756,Family,2025-07-21,"Apple,Baby Wipes,Bread,Cereal,Juice,Orange,Soap,Toothpaste"
757,Household,2025-12-15,"Baby Wipes,Cheese,Chicken,Rice"
758,Student,2025-11-06,"Chicken,Chocolate,Coffee,Soda"
759,Student,2025-02-04,"Apple,Cereal,Chips,Detergent,Pasta,Soda,Tomato Sauce"
760,Student,2025-05-22,"Olive Oil,Rice,Water"
761,Healthy,2025-08-15,"Banana,Butter,Cheese,Orange,Pasta,Potato,Tomato Sauce"
762,Family,2025-06-02,"Diapers,Honey,Milk,Tea,Yogurt"
763,Student,2025-07-11,"Biscuits,Sugar,Tea"
764,Student,2025-09-15,"Chocolate,Honey,Pasta,Tea"
765,Family,2025-11-10,"Baby Wipes,Chicken,Onion,Rice,Toothpaste"
766,Family,2025-02-12,"Baby Wipes,Bread,Chips,Eggs,Juice"
767,Healthy,2025-01-24,"Apple,Biscuits,Soda,Sugar,Tea,Yogurt"
768,Household,2025-07-27,"Banana,Coffee,Jam"
769,Student,2025-06-16,"Banana,Bread,Butter,Chips,Milk"
770,Healthy,2025-07-28,"Banana,Bread,Butter,Fish,Milk,Orange,Potato"
771,Household,2025-08-06,"Butter,Shampoo,Soap"
772,Family,2025-12-27,"Biscuits,Juice,Shampoo,Sugar,Tea"
773,Household,2025-07-20,"Chips,Fish,Soap,Soda"
774,Family,2025-04-28,"Cereal,Chips,Juice,Milk,Soda"
775,Student,2025-09-06,"Chocolate,Orange,Pasta,Soda,Tomato Sauce"
776,Family,2025-07-01,"Cereal,Chicken,Diapers,Eggs,Milk,Onion,Rice,Shampoo,Soap,Toothpaste"
777,Family,2025-03-31,"Baby Wipes,Biscuits,Butter,Chicken,Eggs,Orange,Sugar"
778,Family,2025-09-13,"Bread,Cereal,Eggs,Juice,Milk"
779,Healthy,2025-01-27,"Apple,Bread,Butter,Fish,Milk,Orange"
780,Household,2025-08-05,"Bread,Butter,Eggs,Milk,Olive Oil"
781,Family,2025-02-08,"Beef,Bread,Diapers,Eggs,Milk"
782,Household,2025-02-02,"Bread,Cheese,Chicken,Detergent,Jam,Milk,Soda"
783,Healthy,2025-03-18,"Apple,Banana,Bread,Butter,Jam,Yogurt"
784,Family,2025-12-23,"Baby Wipes,Diapers,Eggs,Juice,Tea"
785,Healthy,2025-02-04,"Apple,Chips,Coffee,Fish,Honey,Tea,Water,Yogurt"
786,Student,2025-03-12,"Apple,Bread,Eggs,Milk,Sugar,Tomato Sauce"
787,Family,2025-12-19,"Baby Wipes,Chips,Diapers,Eggs,Juice,Milk,Soda"
788,Household,2025-09-26,"Banana,Cheese,Soda,Tomato Sauce"
789,Healthy,2025-08-17,"Apple,Bread,Cheese,Honey,Tomato Sauce"
790,Family,2025-01-09,"Cereal,Diapers,Eggs,Juice,Milk"
791,Student,2025-03-07,"Pasta,Shampoo,Soda,Toothpaste,Water"
792,Family,2025-08-17,"Bread,Butter,Diapers,Jam,Milk"
793,Family,2025-11-16,"Bread,Butter,Cereal,Chips,Coffee,Diapers,Sugar"
794,Student,2025-04-07,"Bread,Eggs,Milk,Pasta,Soda,Water"
795,Household,2025-02-17,"Bread,Butter,Milk,Shampoo,Tissues"
796,Healthy,2025-08-10,"Olive Oil,Shampoo,Soap,Toothpaste,Yogurt"
797,Student,2025-07-04,"Chips,Ice Cream,Tomato Sauce"
798,Student,2025-11-27,"Baby Wipes,Chips,Juice,Soda"
799,Household,2025-07-18,"Butter,Milk,Sugar"
800,Healthy,2025-06-28,"Banana,Chicken,Onion,Rice,Water,Yogurt"
801,Family,2025-08-16,"Diapers,Juice,Milk,Rice,Tomato Sauce"
802,Healthy,2025-02-09,"Beef,Bread,Juice,Orange"
803,Healthy,2025-12-28,"Bread,Fish,Jam,Orange"
804,Household,2025-02-12,"Cheese,Onion,Potato"
805,Household,2025-09-13,"Bread,Butter,Cheese,Jam,Juice,Toothpaste"
806,Family,2025-02-02,"Cereal,Diapers,Eggs,Juice,Pasta,Soda,Yogurt"
807,Student,2025-08-10,"Cheese,Orange,Tomato Sauce"
808,Student,2025-04-21,"Butter,Pasta,Soda,Water"
809,Student,2025-01-24,"Butter,Shampoo,Soap,Tomato Sauce,Toothpaste"
810,Household,2025-01-03,"Bread,Butter,Fish,Jam,Soap,Sugar,Tea"
811,Family,2025-06-13,"Biscuits,Cereal,Cheese,Juice,Rice"
812,Household,2025-08-27,"Coffee,Juice,Milk,Shampoo,Soap,Sugar,Yogurt"
813,Household,2025-07-15,"Bread,Cheese,Shampoo"
814,Healthy,2025-04-10,"Apple,Banana,Bread,Butter,Orange,Water,Yogurt"
815,Student,2025-03-29,"Chocolate,Diapers,Pasta,Tea,Tomato Sauce"
816,Student,2025-06-02,"Biscuits,Coffee,Sugar,Water,Yogurt"
817,Family,2025-01-20,"Bread,Cereal,Chicken,Olive Oil,Onion,Rice"
818,Student,2025-07-28,"Cheese,Chips,Pasta,Tissues,Tomato Sauce"
819,Healthy,2025-11-02,"Chocolate,Eggs,Honey,Tea"
820,Family,2025-04-20,"Bread,Cereal,Juice,Shampoo,Soap"
821,Healthy,2025-03-25,"Chips,Potato,Soda,Yogurt"
822,Household,2025-10-16,"Chocolate,Detergent,Shampoo"
823,Healthy,2025-12-21,"Chips,Onion,Orange,Soda,Water"
824,Family,2025-08-16,"Biscuits,Bread,Cereal,Coffee,Juice,Tea"
825,Student,2025-02-23,"Chips,Eggs,Shampoo,Soda,Tomato Sauce"
826,Family,2025-04-27,"Biscuits,Bread,Chocolate,Coffee,Ice Cream,Juice,Sugar"
827,Student,2025-06-11,"Shampoo,Soap,Soda,Tomato Sauce,Toothpaste"
828,Household,2025-02-17,"Honey,Milk,Tea"
829,Healthy,2025-06-14,"Apple,Banana,Juice,Orange"
830,Family,2025-09-20,"Cereal,Chicken,Juice,Rice,Water"
831,Healthy,2025-04-04,"Cheese,Pasta,Tomato Sauce,Water"
832,Household,2025-09-11,"Biscuits,Ice Cream,Tea,Tissues"
833,Student,2025-05-26,"Cheese,Honey,Milk,Tea"
834,Household,2025-05-16,"Milk,Potato,Shampoo,Soap,Toothpaste"
835,Family,2025-04-12,"Baby Wipes,Bread,Chicken,Diapers,Milk,Onion,Rice"
836,Household,2025-02-13,"Bread,Detergent,Milk"
837,Student,2025-06-20,"Cheese,Chips,Pasta,Soda,Tomato Sauce"
838,Family,2025-04-08,"Bread,Butter,Detergent,Eggs,Jam,Milk"
839,Healthy,2025-08-09,"Chicken,Onion,Rice,Sugar,Yogurt"
840,Household,2025-02-24,"Cheese,Pasta,Tissues,Tomato Sauce"
841,Family,2025-02-08,"Baby Wipes,Butter,Diapers,Eggs,Water"
842,Household,2025-10-28,"Biscuits,Toothpaste,Yogurt"
843,Household,2025-01-31,"Bread,Detergent,Milk,Shampoo"
844,Family,2025-10-12,"Baby Wipes,Butter,Diapers,Eggs,Juice,Onion"
845,Household,2025-06-15,"Detergent,Shampoo,Soap,Tissues"
846,Family,2025-08-05,"Bread,Cereal,Eggs,Juice,Milk"
847,Healthy,2025-12-11,"Bread,Cheese,Fish,Milk,Yogurt"
848,Household,2025-08-12,"Shampoo,Tea,Water"
849,Student,2025-10-23,"Biscuits,Chocolate,Sugar,Water"
850,Healthy,2025-06-28,"Baby Wipes,Diapers,Milk,Toothpaste,Yogurt"
851,Healthy,2025-10-07,"Biscuits,Coffee,Orange,Sugar"
852,Student,2025-12-19,"Cheese,Chips,Coffee,Soda,Tomato Sauce"
853,Student,2025-06-28,"Bread,Chicken,Chocolate,Soda,Tomato Sauce,Water,Yogurt"
854,Family,2025-11-28,"Baby Wipes,Cereal,Chicken,Diapers,Eggs,Juice,Pasta"
855,Household,2025-02-07,"Bread,Butter,Eggs,Milk,Toothpaste"
856,Student,2025-07-12,"Baby Wipes,Chips,Diapers,Soap,Tomato Sauce,Water"
857,Family,2025-08-09,"Baby Wipes,Biscuits,Bread,Butter,Ice Cream,Milk,Sugar,Tea,Toothpaste"
858,Household,2025-08-27,"Biscuits,Honey,Ice Cream,Shampoo,Sugar,Tea,Toothpaste"
859,Healthy,2025-06-28,"Apple,Bread,Butter,Milk,Orange"
860,Student,2025-05-01,"Bread,Eggs,Milk"
861,Healthy,2025-10-07,"Cereal,Milk,Rice,Shampoo"
862,Family,2025-10-01,"Baby Wipes,Cheese,Milk,Shampoo,Soap,Toothpaste"
863,Family,2025-08-07,"Banana,Diapers,Honey,Juice,Milk"
864,Healthy,2025-02-03,"Apple,Bread,Butter,Detergent,Orange,Yogurt"
865,Family,2025-12-22,"Bread,Diapers,Milk,Toothpaste,Water"
866,Household,2025-05-19,"Beef,Detergent,Olive Oil"
867,Household,2025-10-25,"Chicken,Onion,Pasta,Rice,Shampoo,Tissues,Tomato Sauce"
868,Healthy,2025-01-28,"Apple,Ice Cream,Orange,Tomato Sauce,Water,Yogurt"
869,Healthy,2025-11-23,"Butter,Milk,Soap,Water"
870,Healthy,2025-05-24,"Banana,Chips,Orange,Sugar,Tissues,Water"
871,Student,2025-10-26,"Chocolate,Pasta,Yogurt"
872,Healthy,2025-04-26,"Butter,Chicken,Eggs,Olive Oil,Onion,Rice"
873,Healthy,2025-02-07,"Bread,Butter,Ice Cream,Rice"
874,Family,2025-11-26,"Bread,Butter,Cereal,Jam,Juice,Water"
875,Household,2025-05-15,"Milk,Olive Oil,Tissues"
876,Household,2025-09-02,"Chicken,Onion,Rice,Shampoo"
877,Household,2025-12-30,"Detergent,Shampoo,Toothpaste"
878,Student,2025-09-24,"Butter,Chocolate,Onion,Soda,Tomato Sauce"
879,Family,2025-08-20,"Bread,Diapers,Milk,Olive Oil,Shampoo,Soap,Toothpaste"
880,Household,2025-02-05,"Bread,Detergent,Jam,Pasta,Soap"
881,Family,2025-09-22,"Baby Wipes,Bread,Butter,Chicken,Milk,Onion,Rice"
882,Household,2025-01-22,"Beef,Detergent,Toothpaste"
883,Household,2025-11-14,"Bread,Coffee,Milk,Pasta,Soap"
884,Healthy,2025-03-22,"Baby Wipes,Banana,Diapers,Water,Yogurt"
885,Family,2025-08-22,"Bread,Eggs,Shampoo,Soap,Toothpaste"
886,Family,2025-03-21,"Biscuits,Chips,Coffee,Milk,Shampoo,Soda,Sugar"
887,Student,2025-11-15,"Cereal,Jam,Milk,Soda,Tea"
888,Student,2025-04-16,"Bread,Butter,Jam,Milk"
889,Family,2025-07-06,"Apple,Baby Wipes,Eggs,Milk,Shampoo,Soap,Toothpaste"
890,Family,2025-10-14,"Baby Wipes,Bread,Coffee,Diapers,Pasta"
891,Family,2025-05-04,"Baby Wipes,Banana,Butter,Chips,Pasta,Soda,Tomato Sauce,Yogurt"
892,Family,2025-03-01,"Baby Wipes,Banana,Cereal,Chocolate,Juice"
893,Healthy,2025-04-11,"Beef,Biscuits,Sugar,Tea,Yogurt"
894,Student,2025-03-22,"Apple,Chicken,Chips,Soda,Tissues,Water"
895,Healthy,2025-08-27,"Bread,Eggs,Milk,Orange,Shampoo"
896,Healthy,2025-05-08,"Eggs,Orange,Rice,Water"
897,Family,2025-08-11,"Apple,Cereal,Diapers,Eggs,Milk"
898,Student,2025-02-07,"Olive Oil,Pasta,Sugar,Tea"
899,Family,2025-07-21,"Baby Wipes,Cereal,Diapers,Eggs,Juice"
900,Family,2025-02-26,"Baby Wipes,Beef,Biscuits,Bread,Butter,Cereal,Chocolate,Jam,Milk,Potato"
901,Household,2025-02-04,"Chips,Soda,Tissues"
902,Family,2025-09-05,"Bread,Ice Cream,Juice,Toothpaste,Water"
903,Family,2025-10-25,"Baby Wipes,Banana,Coffee,Diapers,Eggs"
904,Family,2025-08-30,"Bread,Butter,Cereal,Diapers,Juice,Milk,Olive Oil,Water"
905,Household,2025-04-25,"Biscuits,Chips,Chocolate,Coffee,Toothpaste"
906,Healthy,2025-05-31,"Chips,Fish,Orange,Soda"
907,Student,2025-07-13,"Diapers,Pasta,Potato"
908,Household,2025-09-03,"Biscuits,Chicken,Rice"
909,Family,2025-06-21,"Baby Wipes,Bread,Butter,Cereal,Diapers,Ice Cream,Milk"
910,Family,2025-02-14,"Bread,Eggs,Juice,Milk,Potato"
911,Student,2025-12-12,"Orange,Shampoo,Soap,Soda,Toothpaste"
912,Household,2025-11-30,"Banana,Fish,Olive Oil"
913,Household,2025-02-03,"Cereal,Milk,Pasta,Soap"
914,Healthy,2025-08-24,"Chips,Milk,Orange,Water"
915,Healthy,2025-07-24,"Banana,Chicken,Milk,Orange,Yogurt"
916,Household,2025-09-14,"Banana,Shampoo,Soap,Tissues,Toothpaste"
917,Student,2025-03-19,"Pasta,Shampoo,Soap,Tea,Toothpaste,Water"
918,Healthy,2025-11-20,"Banana,Bread,Eggs,Fish,Milk,Onion,Tissues"
919,Healthy,2025-01-02,"Apple,Banana,Juice,Milk"
920,Household,2025-04-12,"Bread,Butter,Chicken,Jam,Shampoo"
921,Student,2025-07-01,"Bread,Cereal,Fish,Milk"
922,Family,2025-11-10,"Baby Wipes,Cereal,Milk,Pasta,Tomato Sauce"
923,Family,2025-05-31,"Baby Wipes,Cereal,Chocolate,Eggs,Milk"
924,Family,2025-07-02,"Apple,Cereal,Diapers,Milk,Shampoo,Soap,Toothpaste,Yogurt"
925,Healthy,2025-02-27,"Banana,Orange,Water,Yogurt"
926,Family,2025-01-14,"Biscuits,Bread,Coffee,Eggs,Juice,Milk,Sugar"
927,Household,2025-07-09,"Butter,Jam,Toothpaste"
928,Student,2025-07-19,"Bread,Chips,Juice,Milk,Onion,Rice"
929,Student,2025-06-08,"Bread,Chocolate,Pasta"
930,Healthy,2025-08-23,"Apple,Banana,Honey,Yogurt"
931,Family,2025-01-18,"Cereal,Cheese,Chips,Diapers,Eggs,Jam,Soda"
932,Family,2025-02-23,"Eggs,Milk,Sugar,Tea,Yogurt"
933,Family,2025-01-26,"Baby Wipes,Cereal,Cheese,Diapers,Tea"
934,Family,2025-04-03,"Biscuits,Butter,Coffee,Diapers,Sugar"
935,Family,2025-07-27,"Chips,Eggs,Juice,Milk,Soda"
936,Student,2025-06-08,"Chocolate,Onion,Soda,Water"
937,Family,2025-12-27,"Baby Wipes,Butter,Coffee,Diapers,Yogurt"
938,Healthy,2025-08-04,"Banana,Cereal,Chips,Juice,Orange,Soda,Water"
939,Healthy,2025-04-15,"Bread,Chips,Pasta,Soda"
940,Family,2025-12-12,"Baby Wipes,Bread,Butter,Juice,Milk"
941,Family,2025-08-29,"Chicken,Diapers,Juice,Onion,Rice"
942,Family,2025-05-14,"Baby Wipes,Bread,Cereal,Juice,Milk"
943,Student,2025-05-07,"Ice Cream,Pasta,Water"
944,Student,2025-02-13,"Apple,Biscuits,Sugar,Tea"
945,Family,2025-07-05,"Bread,Butter,Cereal,Rice,Water"
946,Healthy,2025-02-03,"Apple,Banana,Eggs,Fish,Soda,Water"
947,Student,2025-04-23,"Biscuits,Chocolate,Water"
948,Family,2025-09-01,"Chips,Juice,Pasta,Tea,Tomato Sauce"
949,Healthy,2025-06-08,"Apple,Banana,Cereal,Honey,Jam,Milk,Rice"
950,Student,2025-11-07,"Beef,Chips,Tomato Sauce"
951,Student,2025-09-18,"Bread,Chips,Eggs,Milk,Soda"
952,Student,2025-08-02,"Beef,Biscuits,Milk"
953,Family,2025-06-28,"Baby Wipes,Butter,Cereal,Coffee,Eggs,Milk"
954,Household,2025-11-04,"Bread,Eggs,Onion,Soap,Tissues"
955,Healthy,2025-10-29,"Apple,Banana,Fish,Juice,Sugar,Yogurt"
956,Household,2025-12-21,"Banana,Beef,Bread,Eggs,Milk,Pasta,Tissues"
957,Family,2025-06-12,"Chicken,Chocolate,Diapers,Ice Cream,Soda"
958,Family,2025-01-25,"Baby Wipes,Bread,Cereal,Juice,Soda,Tomato Sauce"
959,Family,2025-10-26,"Baby Wipes,Bread,Butter,Cereal,Chicken,Chocolate,Juice,Onion,Rice,Soap"
960,Family,2025-11-08,"Baby Wipes,Biscuits,Bread,Cereal,Eggs,Milk,Shampoo,Tissues"
961,Healthy,2025-03-23,"Apple,Banana,Cereal,Fish,Milk,Soda"
962,Family,2025-12-31,"Honey,Milk,Potato,Soap,Tomato Sauce"
963,Family,2025-03-25,"Bread,Cereal,Eggs,Juice,Milk,Onion,Sugar"
964,Household,2025-05-19,"Chips,Shampoo,Soap,Soda,Toothpaste"
965,Household,2025-08-10,"Beef,Juice,Milk"
966,Healthy,2025-09-19,"Apple,Biscuits,Coffee,Orange,Sugar,Yogurt"
967,Healthy,2025-03-24,"Apple,Bread,Butter,Milk,Olive Oil,Yogurt"
968,Healthy,2025-04-21,"Banana,Bread,Butter,Milk,Yogurt"
969,Student,2025-05-08,"Butter,Pasta,Tomato Sauce"
970,Household,2025-01-04,"Potato,Shampoo,Soap"
971,Household,2025-08-10,"Bread,Cereal,Milk"
972,Student,2025-01-09,"Apple,Chocolate,Eggs,Soda"
973,Student,2025-05-16,"Chips,Orange,Soda,Tomato Sauce"
974,Healthy,2025-04-14,"Banana,Coffee,Fish,Pasta,Sugar,Water"
975,Student,2025-07-01,"Honey,Pasta,Water"
976,Family,2025-04-26,"Baby Wipes,Chicken,Chips,Diapers,Jam,Juice,Milk,Onion,Rice"
977,Healthy,2025-09-18,"Apple,Banana,Orange,Rice,Yogurt"
978,Household,2025-06-29,"Baby Wipes,Diapers,Shampoo,Sugar"
979,Household,2025-06-29,"Shampoo,Soap,Toothpaste"
980,Healthy,2025-02-10,"Banana,Cereal,Shampoo,Soap,Toothpaste"
981,Student,2025-12-12,"Bread,Cereal,Milk,Rice,Tomato Sauce"
982,Healthy,2025-06-27,"Apple,Cheese,Ice Cream,Orange,Pasta,Tomato Sauce"
983,Household,2025-09-26,"Chicken,Eggs,Shampoo"
984,Household,2025-02-02,"Biscuits,Coffee,Shampoo,Sugar"
985,Family,2025-05-24,"Bread,Diapers,Eggs,Milk,Olive Oil"
986,Household,2025-05-01,"Shampoo,Sugar,Toothpaste"
987,Household,2025-10-09,"Baby Wipes,Chicken,Milk,Pasta,Tissues"
988,Student,2025-06-12,"Milk,Soap,Toothpaste"
989,Household,2025-04-27,"Bread,Butter,Milk,Shampoo"
990,Household,2025-03-14,"Apple,Biscuits,Tomato Sauce"
991,Household,2025-08-25,"Bread,Eggs,Milk,Shampoo,Soap,Toothpaste"
992,Family,2025-12-30,"Bread,Cheese,Chips,Eggs,Milk,Pasta,Sugar,Tomato Sauce"
993,Family,2025-03-19,"Detergent,Eggs,Juice,Milk,Olive Oil"
994,Healthy,2025-04-18,"Banana,Bread,Eggs,Milk,Water,Yogurt"
995,Student,2025-12-10,"Chips,Chocolate,Honey,Tea,Tomato Sauce,Water"
996,Healthy,2025-12-05,"Banana,Cheese,Pasta,Tomato Sauce,Toothpaste,Water"
997,Healthy,2025-03-24,"Bread,Butter,Cereal,Juice,Milk"
998,Family,2025-05-13,"Baby Wipes,Banana,Jam,Juice,Toothpaste,Water"
999,Family,2025-11-04,"Apple,Banana,Bread,Cheese,Eggs,Juice,Milk,Pasta,Tomato Sauce"
1000,Family,2025-05-10,"Bread,Butter,Chocolate,Milk,Shampoo"
1001,Student,2025-08-25,"Cheese,Ice Cream,Pasta,Water"
1002,Family,2025-06-08,"Bread,Chicken,Eggs,Onion,Rice,Yogurt"
1003,Student,2025-12-09,"Bread,Chocolate,Eggs,Milk,Sugar"
1004,Healthy,2025-11-27,"Apple,Baby Wipes,Banana,Butter,Diapers,Yogurt"
1005,Family,2025-12-28,"Bread,Butter,Juice,Milk,Olive Oil"
1006,Healthy,2025-06-06,"Apple,Chips,Orange,Soda,Water,Yogurt"
1007,Family,2025-01-26,"Apple,Baby Wipes,Bread,Butter,Cheese,Jam,Pasta,Potato,Tomato Sauce"
1008,Student,2025-08-26,"Eggs,Pasta,Rice,Tomato Sauce,Yogurt"
1009,Family,2025-08-08,"Bread,Chips,Juice,Onion,Pasta"
1010,Family,2025-04-18,"Baby Wipes,Chicken,Eggs,Jam,Onion,Rice"
1011,Healthy,2025-09-01,"Apple,Banana,Cereal,Fish,Milk"
1012,Healthy,2025-11-07,"Bread,Butter,Milk,Orange,Water"
1013,Family,2025-09-11,"Bread,Cereal,Soap,Sugar,Toothpaste"
1014,Household,2025-07-17,"Pasta,Rice,Soap"
1015,Family,2025-11-26,"Baby Wipes,Coffee,Juice,Soap,Sugar"
1016,Household,2025-10-02,"Pasta,Sugar,Tissues"
1017,Household,2025-03-02,"Banana,Chocolate,Soap,Toothpaste"
1018,Student,2025-06-04,"Chips,Chocolate,Tomato Sauce"
1019,Household,2025-12-16,"Coffee,Milk,Shampoo"
1020,Student,2025-09-03,"Bread,Chips,Tea,Tomato Sauce,Yogurt"
1021,Healthy,2025-02-06,"Cheese,Fish,Pasta,Rice,Sugar,Tomato Sauce,Water"
1022,Family,2025-01-24,"Beef,Cereal,Milk,Rice,Yogurt"
1023,Healthy,2025-12-13,"Banana,Orange,Tissues,Water"
1024,Healthy,2025-12-12,"Bread,Butter,Chips,Fish"
1025,Student,2025-03-29,"Chips,Tea,Tomato Sauce"
1026,Healthy,2025-10-26,"Apple,Baby Wipes,Banana,Diapers,Fish,Orange,Water"
1027,Family,2025-02-16,"Cereal,Coffee,Juice,Olive Oil,Toothpaste"
1028,Student,2025-04-24,"Butter,Chips,Eggs"
1029,Healthy,2025-06-27,"Banana,Bread,Eggs,Milk"
1030,Student,2025-04-08,"Cereal,Chips,Milk,Pasta,Soda,Yogurt"
1031,Healthy,2025-07-22,"Baby Wipes,Butter,Chips,Eggs,Jam"
1032,Healthy,2025-08-30,"Butter,Chips,Orange,Water"
1033,Family,2025-08-14,"Biscuits,Bread,Coffee,Diapers,Honey,Juice,Milk"
1034,Household,2025-08-27,"Chips,Detergent,Shampoo"
1035,Family,2025-03-02,"Butter,Cereal,Cheese,Chips,Milk"
1036,Healthy,2025-06-03,"Banana,Chips,Fish,Soda"
1037,Student,2025-09-16,"Chicken,Chips,Onion,Pasta,Rice"
1038,Healthy,2025-10-18,"Banana,Cheese,Fish,Pasta,Tomato Sauce"
1039,Family,2025-05-29,"Baby Wipes,Bread,Butter,Eggs,Juice,Milk"
1040,Healthy,2025-08-02,"Banana,Rice,Water,Yogurt"
1041,Family,2025-09-01,"Cereal,Chips,Juice,Milk,Soda"
1042,Student,2025-03-18,"Chocolate,Ice Cream,Soda"
1043,Student,2025-06-01,"Butter,Cheese,Jam,Pasta,Soda,Water"
1044,Family,2025-12-16,"Biscuits,Bread,Cereal,Juice,Milk,Sugar,Tea"
1045,Healthy,2025-01-23,"Biscuits,Butter,Fish,Pasta,Rice,Sugar,Tea,Tissues"
1046,Healthy,2025-05-23,"Biscuits,Bread,Butter,Milk"
1047,Family,2025-11-26,"Baby Wipes,Bread,Butter,Chocolate,Eggs,Milk"
1048,Healthy,2025-11-12,"Chocolate,Ice Cream,Milk,Tomato Sauce,Yogurt"
1049,Family,2025-06-10,"Bread,Butter,Chicken,Chocolate,Detergent,Honey,Ice Cream,Tea"
1050,Student,2025-05-11,"Biscuits,Coffee,Jam,Sugar"
1051,Healthy,2025-05-20,"Bread,Chips,Orange,Soda,Yogurt"
1052,Healthy,2025-11-14,"Banana,Fish,Orange,Water,Yogurt"
1053,Healthy,2025-11-02,"Shampoo,Soap,Toothpaste,Yogurt"
1054,Student,2025-08-13,"Biscuits,Bread,Coffee,Eggs,Shampoo,Soda,Sugar"
1055,Healthy,2025-09-28,"Baby Wipes,Coffee,Diapers,Rice"
1056,Healthy,2025-05-05,"Cereal,Diapers,Milk,Tea"
1057,Family,2025-07-07,"Bread,Chips,Detergent,Milk,Soda"
1058,Family,2025-09-22,"Apple,Bread,Butter,Milk,Onion"
1059,Family,2025-09-10,"Bread,Butter,Juice,Milk,Tea"
1060,Student,2025-07-24,"Chocolate,Juice,Potato"
1061,Family,2025-11-20,"Beef,Bread,Juice,Olive Oil,Pasta"
1062,Family,2025-03-10,"Banana,Bread,Cereal,Diapers,Milk"
1063,Healthy,2025-04-29,"Bread,Milk,Onion,Rice"
1064,Family,2025-08-30,"Baby Wipes,Bread,Cereal,Milk,Soda"
1065,Family,2025-07-25,"Bread,Chips,Diapers,Eggs,Soda"
1066,Household,2025-03-03,"Bread,Butter,Chips,Milk,Shampoo,Soda,Toothpaste"
1067,Family,2025-01-26,"Apple,Baby Wipes,Butter,Cereal,Eggs"
1068,Student,2025-04-11,"Bread,Butter,Chips,Fish,Milk,Pasta,Toothpaste"
1069,Student,2025-07-05,"Cereal,Chocolate,Sugar"
1070,Household,2025-02-26,"Cheese,Pasta,Soap,Toothpaste"
1071,Student,2025-11-07,"Biscuits,Fish,Tomato Sauce"
1072,Healthy,2025-07-26,"Apple,Bread,Butter,Jam,Tomato Sauce,Toothpaste"
1073,Family,2025-02-23,"Biscuits,Cereal,Coffee,Juice,Soap,Sugar"
